"","CYT","IS","IPS","impres"
"TCGA-EE-A2MC",1.75313642290909,1.14059628113365,-2.07591389016007,1.49208817396943
"TCGA-EE-A2MD",-0.426760490543603,-0.583171886487499,-0.234948393770055,0.713370623321152
"TCGA-EE-A2MI",-0.268944543455705,-0.0331155273814231,-0.234948393770055,-0.0653469273271279
"TCGA-EE-A2MJ",1.2802449312927,1.58993809561467,0.685534354424955,1.49208817396943
"TCGA-EE-A2MK",0.1718542156319,1.04375537284033,0.685534354424955,-0.0653469273271279
"TCGA-EE-A2MM",-0.558171221731711,-0.362374615578722,0.685534354424955,0.713370623321152
"TCGA-EE-A2MN",-0.0120119835739476,0.981777191532604,1.60601710261996,1.49208817396943
"TCGA-EE-A2MP",0.349184255649035,0.695128102984367,1.60601710261996,-0.844064477975408
"TCGA-EE-A2MR",0.261173117983393,1.21032173510485,-0.234948393770055,1.49208817396943
"TCGA-EE-A2MT",-0.492569115643381,-0.86207370237227,0.685534354424955,-0.844064477975408
"TCGA-EE-A2MU",0.662124187009706,1.15221719012885,-0.234948393770055,1.49208817396943
"TCGA-EE-A3AA",-0.251227562666412,0.749359011628628,0.685534354424955,0.713370623321152
"TCGA-EE-A3AB",-0.384270193643893,-0.455341887540312,-2.07591389016007,0.713370623321152
"TCGA-EE-A3AC",-0.0400601787667382,0.361995378455336,-0.234948393770055,0.713370623321152
"TCGA-EE-A3AD",-0.623899649275248,-1.14484915458877,1.60601710261996,-1.62278202862369
"TCGA-EE-A3AE",0.0148126077330173,0.977903555200871,0.685534354424955,0.713370623321152
"TCGA-EE-A3AF",-0.313545267159642,0.141198107546559,0.685534354424955,0.713370623321152
"TCGA-EE-A3AG",-0.615264361206683,-1.26493188087249,-2.07591389016007,-0.0653469273271279
"TCGA-EE-A3J3",-0.423295708372536,0.0133681085993721,1.60601710261996,-0.844064477975408
"TCGA-EE-A3J7",-0.344788855718711,-0.811716430059742,0.685534354424955,0.713370623321152
"TCGA-EE-A3JA",-0.230126105757162,0.668012648662237,1.60601710261996,-0.844064477975408
"TCGA-EE-A3JD",0.788921882577129,1.50471809631655,-0.234948393770055,1.49208817396943
"TCGA-EE-A3JE",2.1861909815618,1.79524082119652,0.685534354424955,0.713370623321152
"TCGA-EE-A3JH",1.75241525372008,1.57444355028774,-0.234948393770055,0.713370623321152
"TCGA-ER-A193",0.316044453923146,0.54018264971505,-1.15543114196506,1.49208817396943
